"","robot_id","run","gen","vel","dvel","fitness","t_eval","exp","births","t_birth","parent1","parent2","nparts","x","y","z","extremity_count","joint_count","motor_count","inputs","outputs","hidden","conn","bbox_min_x","bbox_min_y","bbox_min_z","bbox_max_x","bbox_max_y","bbox_max_z"
"world2_old_fitness.18",1037021,18,99,0.168797438331311,0.159510119219133,0.966348034426975,3.07168912887573,"world2_old_fitness",1500,1031894.9853,1034579,1035319,14,0,0,0.0225,6,7,7,6,7,7,26,NA,NA,NA,NA,NA,NA
"world0_old_fitness.19",1041224,19,82,0.0802844787675568,0.0450252589662063,0.305410773598589,2.70182514190674,"world0_old_fitness",1245,1216792.0131,1040209,1040198,27,0,0,0.0225,8,8,8,6,8,2,14,NA,NA,NA,NA,NA,NA
"world2_old_fitness.15",1023480,15,69,0.0515869068255131,0.0403836752766567,0.253505283208797,4.88067698478699,"world2_old_fitness",1050,654213.0381,1023352,1022739,25,0,0,0.0225,7,10,10,6,10,6,40,NA,NA,NA,NA,NA,NA
"world0_old_fitness.18",1037786,18,99,0.0547681933404659,0.038143303373735,0.245484710209141,2.84132695198059,"world0_old_fitness",1500,1115549.0121,1037075,1037702,23,0,0,0.0225,7,7,7,6,7,5,21,NA,NA,NA,NA,NA,NA
"world0_bbox.11",1007749,11,92,0.0409802123289142,0.0387908848550456,0.234934636604142,1.40454006195068,"world0_bbox",1395,234115.0506,1006217,1007226,11,0,0,0.0225,3,3,3,6,3,1,30,-0.0860000753005663,-0.327858017395894,-0.0225,0.0463644591277523,0.311127299664907,0.0225
"world2_old_fitness.12",1012230,12,99,0.0664871346753573,0.0311530326899827,0.222252298125271,3.86684918403625,"world2_old_fitness",1500,342355.0443,1011660,1010926,27,0,0,0.0225,6,7,7,6,7,0,15,NA,NA,NA,NA,NA,NA
"world0_old_fitness.13",1017006,13,94,0.0441333716016332,0.0324508666863447,0.206387705033357,1.85388493537903,"world0_old_fitness",1425,479178.0579,1015525,1015335,22,0,0,0.0225,3,6,6,6,6,0,16,NA,NA,NA,NA,NA,NA
"world0_divided_size.18",1036564,18,87,0.0402368100082926,0.0305538981308954,0.19300630066277,2.60726094245911,"world0_divided_size",1320,1115942.9799,1036056,1036514,16,0,0,0.0225,5,7,7,6,7,0,18,NA,NA,NA,NA,NA,NA
"world0_old_fitness.15",1023733,15,62,0.0375826613210328,0.026625362475512,0.170709473698593,1.68173885345459,"world0_old_fitness",945,687370.0227,1023147,1022703,17,0,0,0.0225,3,6,6,6,6,6,15,NA,NA,NA,NA,NA,NA
"world0_old_fitness.16",1028722,16,78,0.062927406336131,0.021514807653063,0.170501444601446,2.44951605796814,"world0_old_fitness",1185,844944.0645,1028362,1027707,21,0,0,0.0225,5,7,7,6,7,4,21,NA,NA,NA,NA,NA,NA
"world2_old_fitness.11",1008043,11,99,0.0429428290150576,0.024758501892542,0.166735338477768,3.56346678733826,"world2_old_fitness",1500,224842.0212,1007667,1006111,19,0,0,0.0225,5,8,8,6,8,1,4,NA,NA,NA,NA,NA,NA
"world0_bbox.13",1015311,13,75,0.0363155534897084,0.0260706451419738,0.166668779199578,3.68733692169189,"world0_bbox",1140,465461.0064,1015144,1014974,22,0,0,0.0225,6,10,10,6,10,5,34,-0.2024,-0.35377545961393,-0.0225,0.0860000543985186,0.355039496112992,0.0225
"world0_old_fitness.17",1033342,17,92,0.0390956012583252,0.0254887209844214,0.166539206180432,3.48409795761108,"world0_old_fitness",1395,979779.0039,1030465,1032932,19,0,0,0.0225,4,10,10,6,10,4,15,NA,NA,NA,NA,NA,NA
"world0_old_fitness.11",1005588,11,34,0.0303816496296017,0.0271882185287802,0.166322742273503,2.84669995307922,"world0_old_fitness",525,153995.9835,1005554,1005223,22,0,0,0.0225,5,8,8,6,8,2,20,NA,NA,NA,NA,NA,NA
"world1_old_fitness.11",1007730,11,86,0.0496450472571047,0.0228832577757293,0.164061336135751,6.18630313873291,"world1_old_fitness",1305,206459.0763,1007315,1007599,16,0,0,0.0225,3,10,10,6,10,3,45,NA,NA,NA,NA,NA,NA
"world0_old_fitness.14",1021365,14,99,0.0532056594111638,0.0215966309751402,0.161188814286865,2.25794696807861,"world0_old_fitness",1500,614717.079,1018773,1019214,13,0,0,0.0225,3,8,8,6,8,5,46,NA,NA,NA,NA,NA,NA
"world0_old_fitness.12",1013121,12,97,0.106934909864344,0.00902834750028971,0.152076647365793,3.27655100822449,"world0_old_fitness",1470,365717.0751,1012466,1012430,24,0,0,0.0225,5,10,10,6,10,0,24,NA,NA,NA,NA,NA,NA
"world0_bbox.15",1024890,15,98,0.0318283334772013,0.023805157856109,0.150854122757746,3.50770211219788,"world0_bbox",1485,742080.0174,1024144,1024858,21,0,0,0.0225,5,9,9,6,9,3,61,-0.18746188868684,-0.481895049853418,-0.0225,0.138562429133082,0.153978575041891,0.0225
"world2_old_fitness.16",1028002,16,93,0.0402005613675833,0.0213866449407925,0.147133786071546,4.74196887016296,"world2_old_fitness",1410,779614.9875,1027344,1027757,27,0,0,0.0225,6,9,9,6,9,0,16,NA,NA,NA,NA,NA,NA
"world1_old_fitness.17",1032298,17,95,0.0625429080617017,0.0168140500241191,0.146613158182297,5.75327301025391,"world1_old_fitness",1440,835023.018,1032184,1032141,16,0,0,0.0225,3,9,9,6,9,1,20,NA,NA,NA,NA,NA,NA
"world1_old_fitness.13",1017684,13,99,0.0425470205869347,0.0203559482377129,0.144326761775499,6.93908190727234,"world1_old_fitness",1500,441682.0323,1017289,1015805,15,0,0,0.0225,3,10,10,6,10,5,38,NA,NA,NA,NA,NA,NA
"world4_old_fitness.11",1007527,11,82,0.0468458994731667,0.0191989656814966,0.14284072788065,4.92528796195984,"world4_old_fitness",1245,200345.022,1007044,1007479,19,0,0,0.0225,2,9,9,6,9,5,40,NA,NA,NA,NA,NA,NA
"world0_divided_size.17",1032324,17,92,0.0394314593047198,0.0202496988341207,0.140679953475323,2.65193700790405,"world0_divided_size",1395,997046.0223,1030592,1031866,15,0,0,0.0225,6,7,7,6,7,6,35,NA,NA,NA,NA,NA,NA
"world4_old_fitness.13",1016398,13,91,0.0765005918770633,0.0122815573297084,0.137908378525605,3.06732392311096,"world4_old_fitness",1380,450820.0299,1014168,1016201,14,0,0,0.0225,4,7,7,6,7,0,27,NA,NA,NA,NA,NA,NA
"world4_old_fitness.17",1031644,17,87,0.0628500926867102,0.0147519238856414,0.136609712114917,3.31778287887573,"world4_old_fitness",1320,900182.0652,1031256,1031418,18,0,0,0.0225,5,7,7,6,7,5,18,NA,NA,NA,NA,NA,NA
"world0_bbox.16",1029231,16,99,0.0366729056480717,0.0199712678950748,0.136529245123446,4.15136694908142,"world0_bbox",1500,867068.0166,1028819,1026182,24,0,0,0.0225,7,10,10,6,10,3,23,-0.179322933027932,-0.115477930774211,-0.0225,0.119547368892333,0.694771536812398,0.0225
"world4_old_fitness.14",1019230,14,67,0.0597507921249233,0.0140345264282856,0.129923424266351,3.08014392852783,"world4_old_fitness",1020,532041.0717,1018923,1019013,17,0,0,0.0225,4,7,7,6,7,10,20,NA,NA,NA,NA,NA,NA
"world2_old_fitness.13",1014056,13,51,0.0757692681209641,0.0106966494278964,0.129252515260446,4.12547898292542,"world2_old_fitness",780,398281.0275,1013968,1013722,21,0,0,0.0225,2,10,10,6,10,8,48,NA,NA,NA,NA,NA,NA
"world0_divided_size.11",1007300,11,94,0.080238790225555,0.0097902997028352,0.129190288739731,3.4826340675354,"world0_divided_size",1425,220235.0709,1006908,1006966,18,0,0,0.0225,2,9,9,6,9,2,37,NA,NA,NA,NA,NA,NA
"world4_old_fitness.16",1028337,16,94,0.0432348759666849,0.0166914511743591,0.126692131838481,3.89655900001526,"world4_old_fitness",1425,806705.0673,1028300,1026126,17,0,0,0.0225,5,9,9,6,9,2,35,NA,NA,NA,NA,NA,NA
"world0_triples.2",203451,2,86,0.034703684923931,0.0181515482341854,0.125461426094858,3.85629200935364,"world0_triples",1305,111785.0766,202778,12,0,0,0.0225,2,10,10,6,10,10,41,NA,NA,NA,NA,NA,NA,NA
"world4_old_fitness.12",1010829,12,84,0.0357863847344836,0.0175930358596196,0.123751564032581,3.87634778022766,"world4_old_fitness",1275,291825.9864,1010352,1009804,21,0,0,0.0225,8,8,8,6,8,5,16,NA,NA,NA,NA,NA,NA
"world1_old_fitness.15",1024804,15,97,0.0465195255626333,0.0152109155525355,0.122574103325311,4.4878990650177,"world1_old_fitness",1470,633810.0267,1023908,1024158,15,0,0,0.0225,5,6,6,6,6,5,23,NA,NA,NA,NA,NA,NA
"world1_bbox.13",1015763,13,78,0.0307310832350874,0.0179466384014852,0.120464275242513,6.09517216682434,"world1_bbox",1185,425080.0005,1015265,1014995,23,0,0,0.0225,3,9,9,6,9,0,0,-0.125136410117718,-0.149673384725338,-0.0225,0.989037622043737,0.0952083616968297,0.0225
"world1_old_fitness.16",1028875,16,82,0.0707449922030007,0.00944121111714812,0.117951047788741,6.15275502204895,"world1_old_fitness",1245,742343.0028,1028425,1028101,22,0,0,0.0225,4,10,10,6,10,4,17,NA,NA,NA,NA,NA,NA
"world1_bbox.19",1040131,19,78,0.0421532306565448,0.0151385192151391,0.11784582673224,4.09139800071716,"world1_bbox",1185,1071532.0059,1039936,1039212,21,0,0,0.0225,7,8,8,6,8,1,21,-0.0827,-0.0860000543985186,-0.0225,0.289685756051649,0.459245818787717,0.0225
"world4_old_fitness.18",1036790,18,95,0.0422926370475523,0.0149788501567411,0.117186887831258,4.52968597412109,"world4_old_fitness",1440,1046631.042,1035280,1036418,22,0,0,0.0225,3,9,9,6,9,3,25,NA,NA,NA,NA,NA,NA
"world0_bbox.19",1041025,19,95,0.0270214055359674,0.0178897970704545,0.11647039088824,3.49095892906189,"world0_bbox",1440,1222618.9938,1039970,1040582,15,0,0,0.0225,5,10,10,6,10,5,18,-0.0827000451110621,-0.353200062444467,-0.0225,0.1204,0.204907848547959,0.0225
"world0_old_fitness.10",1004238,10,99,0.0190606594432847,0.0194065387052858,0.116093352969714,2.36019396781921,"world0_old_fitness",1500,117934.0035,1002187,1003935,20,0,0,0.0225,6,7,7,6,7,0,5,NA,NA,NA,NA,NA,NA
"world1_old_fitness.14",1021336,14,98,0.0409841374293866,0.0147960134929964,0.114964204894369,5.54497599601746,"world1_old_fitness",1485,540493.0488,1021050,1019677,17,0,0,0.0225,3,9,9,6,9,5,12,NA,NA,NA,NA,NA,NA
"world0_bbox.12",1012047,12,98,0.0259723515050309,0.017696631958251,0.114455511296286,2.46401596069336,"world0_bbox",1485,364692.0132,1011890,17,0,0,0.0225,5,7,7,6,7,1,6,-0.0982783374815776,-0.317067505498734,-0.0225,0.0827,0.404728923780292,0.0225,NA
"world2_old_fitness.17",1032970,17,99,0.0509155026984057,0.0123567292319829,0.11269914885832,3.53457593917847,"world2_old_fitness",1500,919190.0388,1032899,1032934,15,0,0,0.0225,5,9,9,6,9,0,41,NA,NA,NA,NA,NA,NA
"world2_old_fitness.14",1019615,14,79,0.0276089318155949,0.0168495715754445,0.111856789692817,3.13618206977844,"world2_old_fitness",1200,552202.0077,1019136,1019528,18,0,0,0.0225,5,8,8,6,8,3,23,NA,NA,NA,NA,NA,NA
"world1_divided_size.15",1024286,15,85,0.0512157125067312,0.0119054285362496,0.110742855187979,4.84002089500427,"world1_divided_size",1290,675248.0787,1024249,1024238,12,0,0,0.0225,1,9,9,6,9,0,1,NA,NA,NA,NA,NA,NA
"world1_divided_size.11",1007614,11,81,0.0441803323296458,0.0131603552056923,0.109982108358107,5.50517201423645,"world1_divided_size",1230,200937.0009,1007495,1007023,13,0,0,0.0225,2,10,10,6,10,9,49,NA,NA,NA,NA,NA,NA
"world4_old_fitness.10",1003147,10,88,0.0311155939918781,0.0151548767609243,0.106889977796499,4.67114496231079,"world4_old_fitness",1335,82549.9854,1003024,1001960,27,0,0,0.0225,11,9,9,6,9,0,3,NA,NA,NA,NA,NA,NA
"world0_bbox.17",1033000,17,93,0.0220026443229588,0.0169756603276625,0.106880945961271,3.4619460105896,"world0_bbox",1410,977133.0465,1032344,1032945,15,0,0,0.0225,4,10,10,6,10,4,29,-0.0827000451110621,-0.230623501165935,-0.0225,0.0860000543985186,0.381760480483687,0.0225
"world1_old_fitness.19",1040269,19,70,0.0446953729014144,0.0123564795882928,0.106477770842878,5.64455699920654,"world1_old_fitness",1065,1047867.0741,1040108,1040063,18,0,0,0.0225,4,9,9,6,9,0,21,NA,NA,NA,NA,NA,NA
"world0_divided_size.15",1024057,15,87,0.0258085403063777,0.0161121964186697,0.106369522399726,3.71133303642273,"world0_divided_size",1320,748331.0055,1023489,1022892,17,0,0,0.0225,4,10,10,6,10,4,30,NA,NA,NA,NA,NA,NA
"world0_bbox.10",1004046,10,98,0.0245410881370974,0.0160659948065457,0.104871062169826,3.89816284179688,"world0_bbox",1485,108241.0098,1003603,1002892,19,0,0,0.0225,7,10,10,6,10,3,42,-0.1614,-0.279479249349591,-0.0225,0.143799614393565,0.243261858699696,0.0225
"world0_divided_size.19",1040432,19,82,0.0204422471032913,0.0167351638697021,0.104118066451802,3.38620901107788,"world0_divided_size",1245,1230090.9846,1039545,1038949,11,0,0,0.0225,3,10,10,6,10,4,37,NA,NA,NA,NA,NA,NA
"world1_old_fitness.10",1003307,10,83,0.0464081535491126,0.00981878062229917,0.0955020566606084,5.73992800712585,"world1_old_fitness",1260,86769.0219,1002556,1000684,25,0,0,0.0225,9,9,9,6,9,4,21,NA,NA,NA,NA,NA,NA
"world2_old_fitness.10",1003750,10,99,0.0469695865317002,0.00926460250942901,0.0932925990788453,4.38919520378113,"world2_old_fitness",1500,104989.0599,1003461,1002694,17,0,0,0.0225,4,10,10,6,10,1,2,NA,NA,NA,NA,NA,NA
"world1_old_fitness.12",1011758,12,67,0.0729248294959463,0.00374363111510134,0.091642985071453,4.68916916847229,"world1_old_fitness",1020,293723.028,1010732,1009487,21,0,0,0.0225,8,5,5,6,5,7,23,NA,NA,NA,NA,NA,NA
"world1_divided_size.14",1020767,14,96,0.049197747454033,0.00837134301791546,0.0910544625436103,3.0581419467926,"world1_divided_size",1455,572110.9947,1019681,1018572,16,0,0,0.0225,6,3,3,6,3,1,5,NA,NA,NA,NA,NA,NA
"world1_old_fitness.18",1037139,18,93,0.0275776534822414,0.0124821463785251,0.0899883853748671,4.67601013183594,"world1_old_fitness",1410,965525.9808,1035656,1036825,17,0,0,0.0225,5,6,6,6,6,0,12,NA,NA,NA,NA,NA,NA
"world0_bbox.14",1018842,14,64,0.0174866427244314,0.0142697399894554,0.0888353426717086,3.29152011871338,"world0_bbox",975,565781.001,1018457,1018514,23,0,0,0.0225,8,7,7,6,7,7,43,-0.150376337373613,-0.229247718695107,-0.0225,0.0884413806527992,0.474106205402495,0.0225
"world2_old_fitness.19",1040890,19,95,0.019801118507085,0.0136759685814587,0.0881809614143785,3.4902880191803,"world2_old_fitness",1440,1138889.043,1040025,1040356,20,0,0,0.0225,6,8,8,6,8,4,22,NA,NA,NA,NA,NA,NA
"world1_divided_size.17",1032943,17,98,0.0257833640951209,0.0120573513602781,0.0860701208965113,4.28543996810913,"world1_divided_size",1485,921589.0461,1032617,1032850,10,0,0,0.0225,2,9,9,6,9,1,6,NA,NA,NA,NA,NA,NA
"world1_divided_size.18",1036607,18,91,0.0404886012694607,0.00852236551623669,0.0831004288506442,3.28575110435486,"world1_divided_size",1380,1019716.0779,1035298,1035602,13,0,0,0.0225,3,6,6,6,6,2,30,NA,NA,NA,NA,NA,NA
